tip_proprietate,nr_camere,suprafata,suprafata_teren,an_constructie,zona,pret
APT,2,53.55,53.55,2022,agronomie,61600
APT,2,53.55,53.55,2022,agronomie,61600
APT,2,53,53,2022,copou,61600
APT,2,53,53,2022,copou,61600
APT,2,45,45,2022,agronomie,61600
APT,3,72,72,1985,nicolina,61500
APT,2,71,71,2020,nicolina,61500
APT,2,71,71,2020,galata,61500
APT,3,65,65,2020,cug,61500
APT,3,65,65,2021,cug,61500
APT,3,65,65,2021,valea-adanca,61500
APT,3,65,65,2020,cug,61500
APT,3,65,65,2020,cug,61500
APT,3,65,65,2020,cug,61500
APT,3,65,65,2020,cug,61500
APT,3,65,65,2021,cug,61500
APT,3,65,65,2021,cug,61500
APT,3,65,65,2021,miroslava,61500
APT,3,65,65,2021,cug,61500
APT,3,64,64,2021,valea-adanca,61500
APT,3,64,64,2021,cug,61500
APT,3,62,62,2018,copou,61500
APT,2,62,62,2020,bucium,61500
APT,2,61,61,2018,carol-1,61500
APT,2,61,61,2019,copou,61500
APT,2,60,60,2014,bucium,61500
APT,3,60,60,1967,podu-ros,61500
APT,2,60,60,2014,bucium,61500
APT,2,59,59,2020,bucium,61500
APT,2,58,58,2020,bucium,61500
APT,2,56,56,1990,cug,61500
APT,2,56,56,1990,cug,61500
APT,2,56,56,1990,cug,61500
APT,2,56,56,1986,cug,61500
APT,2,56,56,1987,nicolina,61500
APT,2,55,55,2020,cug,61500
APT,2,55,55,2020,cug,61500
APT,2,54,54,2022,agronomie,61500
APT,3,54,54,1975,mircea-cel-batran,61500
APT,3,54,54,1975,mircea-cel-batran,61500
APT,2,51,51,2018,agronomie,61500
APT,2,49.77,49.77,2020,agronomie,61500
APT,1,48,48,2020,popas-pacurari,61500
APT,2,46.55,46.55,2020,baza-3,61500
APT,2,44,44,2020,carol-1,61500
APT,2,44,44,2020,copou,61500
APT,2,61,61,2019,bucium,61500
APT,1,35,35,2021,podu-ros,61500
APT,1,35,35,2021,primaverii,61500
APT,2,53,53,1968,podu-ros,61490
APT,2,55,55,2020,tatarasi-sud,61425
APT,3,65,65,2021,cug,61400
APT,3,65,65,2021,valea-adanca,61400
APT,3,65,65,2021,cug,61400
APT,3,65,65,2021,valea-adanca,61400
APT,3,65,65,2021,cug,61400
APT,3,64,64,2021,cug,61400
APT,3,62,62,2021,cug,61400
APT,2,56,56,2020,centru,61400
APT,2,56,56,2020,carol-1,61400
APT,2,55.82,55.82,2020,copou,61400
APT,2,55.82,55.82,2020,copou,61400
APT,2,55.82,55.82,2020,copou,61400
APT,2,40,40,2022,agronomie,61400
APT,2,56,56,2020,valea-adanca,61380
APT,2,64,64,2021,tatarasi-nord,61350
APT,2,63.25,63.25,2022,tatarasi,61350
APT,2,63.25,63.25,2022,tatarasi,61350
APT,2,63.25,63.25,2021,ciric,61350
APT,2,63.25,63.25,2022,tatarasi,61350
APT,2,63,63,2020,tatarasi-nord,61350
APT,2,63,63,2020,tatarasi,61350
APT,2,52,52,2021,aviatiei,61350
APT,2,52,52,2021,centru,61350
APT,2,52,52,2021,aviatiei,61350
APT,2,52,52,2021,aviatiei,61350
APT,2,52,52,2021,aviatiei,61350
APT,2,52,52,2021,aviatiei,61350
APT,2,52,52,2021,aviatiei,61350
APT,2,52,52,2021,aviatiei,61350
APT,2,52,52,2021,aviatiei,61350
APT,2,52,52,2021,aviatiei,61350
APT,2,52,52,2021,aviatiei,61350
APT,2,52,52,2021,aviatiei,61350
APT,2,52,52,2021,aviatiei,61350
APT,2,52,52,2021,aviatiei,61350
APT,2,52,52,2021,aviatiei,61350
APT,2,52,52,2021,tatarasi,61350
APT,2,45.4,45.4,2020,nicolina,61270
APT,1,35,35,2020,central,61250
APT,1,35,35,2020,central,61250
APT,1,35,35,2020,centru-civic,61250
APT,2,61.23,61.23,2021,copou,61230
APT,2,61,61,2021,agronomie,61230
APT,2,63,63,2022,tatarasi,61200
APT,2,61,61,2021,copou,61200
APT,2,52.85,52.85,2020,soseaua-pacurari,61200
APT,2,51,51,2020,tatarasi-sud,61200
APT,2,51,51,2020,tatarasi-sud,61200
APT,2,49,49,2020,pacurari,61200
APT,2,49,49,2020,pacurari,61200
APT,2,49,49,2020,pacurari,61200
APT,2,60,60,2020,pacurari,61130
APT,2,60,60,2020,pacurari,61130
APT,2,60,60,2020,pacurari,61130
APT,2,60,60,2020,pacurari,61130
APT,2,52,52,2020,bucium,61100
APT,2,52,52,2020,bucium,61100
APT,2,61.07,61.07,2021,copou,61070
APT,2,61,61,2020,agronomie,61070
APT,2,61,61,2020,copou,61070
APT,2,61,61,2020,copou,61070
APT,3,61,61,2020,copou,61067
APT,3,72,72,2020,soseaua-pacurari,61000
APT,3,72,72,2020,pacurari,61000
APT,3,70,70,2020,popas-pacurari,61000
APT,2,66,66,2020,bucium,61000
APT,2,66,66,2020,bucium,61000
APT,3,64,64,2020,galata,61000
APT,3,63,63,2020,soseaua-pacurari,61000
APT,3,63,63,2020,soseaua-pacurari,61000
APT,3,63,63,2021,popas-pacurari,61000
APT,3,63,63,2020,popas-pacurari,61000
APT,2,61.07,61.07,2021,copou,61000
APT,2,61,61,2021,copou,61000
APT,3,61,61,2020,bucium,61000
APT,2,61,61,2020,agronomie,61000
APT,3,61,61,2020,bucium,61000
APT,2,61,61,2020,central,61000
APT,2,61,61,2021,copou,61000
APT,2,61,61,2020,copou,61000
APT,2,60,60,2021,pacurari,61000
APT,3,60,60,1980,dacia,61000
APT,2,60,60,2021,pacurari,61000
APT,2,55,55,2020,soseaua-pacurari,61000
APT,2,55,55,1987,pacurari,61000
APT,2,55,55,1987,pacurari,61000
APT,2,55,55,1987,pacurari,61000
APT,2,55,55,1970,podu-ros,61000
APT,2,54,54,2010,aviatiei,61000
APT,2,54,54,1980,tatarasi,61000
APT,2,53,53,1970,podu-ros,61000
APT,2,52,52,1970,podu-ros,61000
APT,2,52,52,1982,galata,61000
APT,2,52,52,1968,podu-ros,61000
APT,2,52,52,2020,bucium,61000
APT,2,51,51,1982,aviatiei,61000
APT,2,51,51,1979,tatarasi,61000
APT,2,51,51,1980,metalurgie,61000
APT,2,51,51,1980,metalurgie,61000
APT,2,51,51,1982,tatarasi,61000
APT,2,50,50,1980,tatarasi-nord,61000
APT,2,50,50,1982,galata,61000
APT,2,50,50,1965,dimitrie-cantemir,61000
APT,3,50,50,1974,nicolina,61000
APT,2,50,50,1980,galata,61000
APT,2,50,50,1968,tatarasi,61000
APT,2,50,50,2021,cug,61000
APT,2,50,50,1980,galata,61000
APT,2,50,50,1980,galata,61000
APT,3,50,50,1975,mircea-cel-batran,61000
APT,2,50,50,1980,galata,61000
APT,3,50,50,1974,mircea-cel-batran,61000
APT,2,50,50,1965,podu-ros,61000
APT,2,50,50,1980,galata,61000
APT,2,48,48,1980,galata,61000
APT,2,48,48,2016,dacia,61000
APT,3,48,48,1974,mircea-cel-batran,61000
APT,2,48,48,2016,pacurari,61000
APT,1,42,42,2021,gara,61000
APT,1,42,42,2021,gara,61000
APT,2,35,35,2018,centru-civic,61000
APT,2,46,46,2019,moara-de-vant,60999
APT,3,67,67,2017,pacurari,60900
APT,3,65,65,2017,valea-adanca,60900
APT,3,62,62,2017,pacurari,60900
APT,3,62,62,2020,cug,60900
APT,3,62,62,2020,valea-adanca,60900
APT,3,60,60,1980,podu-ros,60900
APT,2,53,53,2021,pacurari,60900
APT,2,53,53,1984,galata,60900
APT,2,53,53,2019,cug,60900
APT,2,52,52,1963,dimitrie-cantemir,60900
APT,2,52,52,1981,metalurgie,60900
APT,3,50,50,1974,mircea-cel-batran,60900
APT,2,45,45,2018,moara-de-vant,60900
APT,1,42,42,2019,gara,60900
APT,1,42,42,2021,gara,60900
APT,1,42,42,2019,gara,60900
APT,1,42,42,2020,arcu,60900
APT,1,42,42,2021,gara,60900
APT,1,35,35,2020,centru-civic,60750
APT,2,61,61,2020,pacurari,60680
APT,2,61,61,2020,pacurari,60680
APT,1,45.4,45.4,2020,nicolina,60600
APT,2,67,67,2021,pacurari,60500
APT,2,67,67,2021,pacurari,60500
APT,2,66,66,2016,pacurari,60500
APT,2,65,65,2021,carol-1,60500
APT,2,65,65,2020,copou,60500
APT,2,65,65,2021,copou,60500
APT,2,62,62,2019,bucium,60500
APT,2,61,61,2020,agronomie,60500
APT,2,61,61,2020,copou,60500
APT,2,55.6,55.6,2020,copou,60500
APT,2,52.8,52.8,2020,tatarasi,60500
APT,3,50,50,1973,alexandru-cel-bun,60500
APT,3,50,50,1976,alexandru-cel-bun,60500
APT,3,50,50,1973,alexandru-cel-bun,60500
APT,3,50,50,1975,alexandru-cel-bun,60500
APT,3,50,50,1973,alexandru-cel-bun,60500
APT,2,47,47,2019,carol-1,60500
APT,2,47,47,2019,carol-1,60500
APT,2,47,47,2019,copou,60500
APT,2,45.65,45.65,2021,agronomie,60500
CAS,5,80,1000,2010,bucium,60500
CAS,5,80,1000,2010,bucium,60500
APT,2,46.05,46.05,2020,tatarasi,60480
APT,2,46.5,46.5,2020,tatarasi,60450
APT,2,46.5,46.5,2020,tatarasi,60450
APT,2,46,46,2020,tatarasi-nord,60450
APT,1,34.53,34.53,2020,centru-civic,60427
APT,2,59,59,2020,galata,60400
APT,2,60,60,2021,galata,60375
APT,2,60,60,2021,galata,60375
APT,2,59,59,2020,galata,60375
APT,2,59,59,2020,galata,60375
APT,2,59,59,2019,galata,60375
APT,2,59,59,2020,nicolina,60375
APT,2,57.19,57.19,2020,galata,60370
APT,2,51.44,51.44,2020,bucium,60354
APT,2,51,51,2020,bucium,60354
APT,2,51,51,2020,bucium,60354
APT,2,46,46,2021,moara-de-vant,60210
APT,3,68.5,68.5,2020,pacurari,60200
APT,3,68,68,2020,centru,60200
APT,2,60,60,2018,copou,60200
APT,2,57.3,57.3,2020,pacurari,60125
APT,2,57.3,57.3,2020,pacurari,60125
APT,2,57.3,57.3,2020,pacurari,60100
APT,2,57.3,57.3,2020,pacurari,60100
APT,2,65,65,2020,copou,60099
APT,2,65,65,2020,copou,60099
APT,3,65,65,2020,copou,60099
APT,2,65,65,2020,copou,60050
APT,2,65,65,2019,agronomie,60050
APT,2,65,65,2020,copou,60050
APT,2,65,65,2019,agronomie,60050
APT,2,65,65,2020,agronomie,60050
APT,2,65,65,2020,agronomie,60050
APT,2,65,65,2020,agronomie,60050
APT,2,65,65,2020,agronomie,60050
APT,2,65,65,2022,copou,60050
APT,2,65,65,2019,copou,60050
APT,2,64.55,64.55,2020,copou,60050
APT,2,64.5,64.5,2020,copou,60050
APT,2,64.5,64.5,2020,copou,60050
APT,2,64.5,64.5,2021,copou,60050
APT,2,64.5,64.5,2021,copou,60050
APT,2,64.5,64.5,2020,copou,60050
APT,2,55.6,55.6,2020,copou,60050
APT,2,56,56,2020,carol-1,60050
APT,2,56,56,2022,copou,60050
APT,2,56,56,2020,carol-1,60050
APT,2,56,56,2021,pacurari,60050
APT,2,56,56,2020,copou,60050
APT,2,56,56,2021,copou,60050
APT,2,55.6,55.6,2022,copou,60050
APT,2,55.6,55.6,2020,copou,60050
APT,2,55.6,55.6,2021,carol-1,60050
APT,2,55.6,55.6,2021,carol-1,60050
APT,2,55.6,55.6,2021,carol-1,60050
APT,2,55.6,55.6,2021,carol-1,60050
APT,2,55.6,55.6,2021,carol-1,60050
APT,2,55.6,55.6,2021,carol-1,60050
APT,2,55.6,55.6,2021,carol-1,60050
APT,2,55.6,55.6,2021,carol-1,60050
APT,2,55.6,55.6,2021,carol-1,60050
APT,2,55.6,55.6,2020,carol-1,60050
APT,2,55.6,55.6,2021,carol-1,60050
APT,2,55.6,55.6,2020,carol-1,60050
APT,2,55.6,55.6,2020,carol-1,60050
APT,2,55.6,55.6,2021,carol-1,60050
APT,2,55.6,55.6,2020,carol-1,60050
APT,2,55.6,55.6,2020,carol-1,60050
APT,2,48,48,2020,cug,60001
APT,2,48,48,2020,cug,60000
APT,2,48,48,2020,cug,60000
APT,2,50,50,2021,cug,60000
APT,4,82,82,2020,bucium,60000
APT,2,78,78,2010,cug,60000
APT,2,73,73,2019,valea-adanca,60000
APT,3,73,73,2020,bucium,60000
APT,3,73,73,2020,bucium,60000
APT,2,72,72,2019,valea-adanca,60000
APT,3,72,72,1989,bularga,60000
APT,3,71,71,2020,cug,60000
APT,3,71,71,2020,cug,60000
APT,3,70,70,2020,bucium,60000
APT,3,70,70,2020,bucium,60000
APT,3,70,70,1988,centru,60000
APT,3,70,70,2020,visani,60000
APT,3,70,70,2020,visani,60000
APT,3,70,70,1988,canta,60000
APT,3,68,68,2019,popas-pacurari,60000
APT,3,68,68,2020,cug,60000
APT,2,67,67,2020,bucium,60000
APT,3,67,67,2019,cug,60000
APT,2,67,67,2019,bucium,60000
APT,3,67,67,2019,cug,60000
APT,3,67,67,2019,cug,60000
APT,3,67,67,2019,cug,60000
APT,3,67,67,2019,cug,60000
APT,3,67,67,2019,cug,60000
APT,3,67,67,2019,cug,60000
APT,3,67,67,2019,cug,60000
APT,2,67,67,2021,canta,60000
APT,2,67,67,2021,pacurari,60000
APT,2,67,67,2016,popas-pacurari,60000
APT,2,66,66,2020,bucium,60000
APT,2,65,65,2020,agronomie,60000
APT,1,65,65,2020,agronomie,60000
APT,3,65,65,1983,canta,60000
APT,1,65,65,2017,baza-3,60000
APT,3,65,65,1968,tatarasi-nord,60000
APT,2,65,65,2017,baza-3,60000
APT,3,65,65,1968,tatarasi,60000
APT,2,65,65,2020,copou,60000
APT,1,65,65,2020,copou,60000
APT,3,64,64,1968,podu-ros,60000
APT,1,64,64,2017,baza-3,60000
APT,3,64,64,1968,podu-ros,60000
APT,3,63,63,1983,nicolina,60000
APT,2,63,63,1957,copou,60000
APT,3,63,63,1983,nicolina,60000
APT,2,63,63,1957,pacurari,60000
APT,3,63,63,2019,central,60000
APT,2,62,62,2019,bucium,60000
APT,2,62,62,2012,frumoasa,60000
APT,2,61,61,2019,bucium,60000
APT,2,61,61,2020,bucium,60000
APT,2,61,61,2019,bucium,60000
APT,3,61,61,2020,bucium,60000
APT,3,61,61,2020,bucium,60000
APT,3,61,61,2020,bucium,60000
APT,3,61,61,2020,bucium,60000
APT,2,61,61,2020,popas-pacurari,60000
APT,2,61,61,2020,bucium,60000
APT,2,60,60,1986,tatarasi-nord,60000
APT,3,60,60,2018,valea-adanca,60000
APT,3,60,60,2008,bucium,60000
APT,3,60,60,1970,tatarasi-nord,60000
APT,2,60,60,1981,tatarasi-nord,60000
APT,2,60,60,1977,podu-ros,60000
APT,2,60,60,1987,metalurgie,60000
APT,3,60,60,1970,tatarasi,60000
APT,3,60,60,1962,podu-ros,60000
APT,2,60,60,1981,tatarasi,60000
APT,3,60,60,1984,nicolina,60000
APT,4,58,58,1974,alexandru-cel-bun,60000
APT,3,58,58,2018,bucium,60000
APT,2,58,58,2019,galata,60000
APT,3,58,58,2020,bucium,60000
APT,3,58,58,1966,podu-ros,60000
APT,3,58,58,1979,zimbru,60000
APT,2,58,58,2019,bucium,60000
APT,2,57,57,2020,galata,60000
APT,2,57,57,2020,galata,60000
APT,2,57,57,2020,galata,60000
APT,2,57,57,2020,central,60000
APT,2,56.45,56.45,2020,pacurari,60000
APT,2,56,56,2021,strada-stefan-cel-mare,60000
APT,2,56,56,2020,agronomie,60000
APT,2,56,56,1982,aviatiei,60000
APT,2,56,56,2020,galata,60000
APT,3,56,56,1964,nicolina,60000
APT,3,56,56,1977,galata,60000
APT,2,56,56,1988,cug,60000
APT,2,56,56,2016,pacurari,60000
APT,3,56,56,1981,nicolina,60000
APT,3,56,56,1961,tudor-vladimirescu,60000
APT,2,56,56,2020,galata,60000
APT,2,56,56,2020,nicolina,60000
APT,3,56,56,1978,mircea-cel-batran,60000
APT,2,56,56,2021,copou,60000
APT,2,55,55,2020,bucium,60000
APT,2,55,55,1979,tesatura,60000
APT,2,55,55,1979,tatarasi-nord,60000
APT,2,55,55,1976,centru,60000
APT,2,55,55,2015,aviatiei,60000
APT,2,55,55,1970,podu-ros,60000
APT,3,55,55,1977,mircea-cel-batran,60000
APT,2,55,55,1970,tudor-vladimirescu,60000
APT,2,55,55,1979,tatarasi,60000
APT,2,55,55,1976,tudor-vladimirescu,60000
APT,2,55,55,1983,tatarasi,60000
APT,2,54,54,1986,cug,60000
APT,3,54,54,1977,alexandru-cel-bun,60000
APT,3,54,54,1979,alexandru-cel-bun,60000
APT,3,54,54,1978,alexandru-cel-bun,60000
APT,3,54,54,1978,bularga,60000
APT,3,54,54,1978,baza-3,60000
APT,3,54,54,1977,alexandru-cel-bun,60000
APT,2,54,54,1986,cug,60000
APT,3,54,54,1977,zimbru,60000
APT,3,54,54,1978,alexandru-cel-bun,60000
APT,3,53,53,1967,tudor-vladimirescu,60000
APT,3,53,53,1978,alexandru-cel-bun,60000
APT,2,53,53,2015,valea-adanca,60000
APT,2,53,53,1965,podu-ros,60000
APT,3,53,53,1970,alexandru-cel-bun,60000
APT,3,53,53,1983,podu-ros,60000
APT,2,52,52,1980,galata,60000
APT,2,52,52,1964,podu-ros,60000
APT,2,52,52,1986,pacurari,60000
APT,2,52,52,1982,alexandru-cel-bun,60000
APT,2,52,52,1995,tatarasi,60000
APT,2,52,52,1980,dacia,60000
APT,2,51,51,1972,tatarasi-nord,60000
APT,2,51,51,1968,podu-ros,60000
APT,2,50,50,1982,nicolina,60000
APT,2,50,50,1982,dacia,60000
APT,2,50,50,1963,dimitrie-cantemir,60000
APT,2,50,50,2018,centru,60000
APT,3,50,50,1971,alexandru-cel-bun,60000
APT,2,50,50,2012,tatarasi-sud,60000
APT,2,50,50,2020,cug,60000
APT,2,50,50,2021,tatarasi-sud,60000
APT,2,50,50,2016,soseaua-pacurari,60000
APT,2,50,50,1962,tesatura,60000
APT,2,50,50,1962,podu-ros,60000
APT,2,50,50,1980,alexandru-cel-bun,60000
APT,2,50,50,1962,podu-ros,60000
APT,3,50,50,1971,alexandru-cel-bun,60000
APT,2,50,50,2018,nicolina,60000
APT,3,50,50,1983,zimbru,60000
APT,2,50,50,1963,podu-ros,60000
APT,3,50,50,1971,alexandru-cel-bun,60000
APT,2,50,50,1970,podu-ros,60000
APT,2,49,49,2017,pacurari,60000
APT,2,49,49,2017,pacurari,60000
APT,2,48,48,2014,cug,60000
APT,2,48,48,2020,nicolina,60000
APT,2,48,48,2016,tatarasi-nord,60000
APT,2,48,48,2020,cug,60000
APT,2,48,48,2018,pacurari,60000
APT,2,48,48,2016,tatarasi,60000
APT,2,47.36,47.36,1974,nicolina,60000
APT,2,47,47,1983,pacurari,60000
APT,2,47,47,1977,alexandru-cel-bun,60000
APT,2,47,47,1980,alexandru-cel-bun,60000
APT,2,47,47,1977,alexandru-cel-bun,60000
APT,2,47,47,1982,canta,60000
APT,2,47,47,1981,canta,60000
APT,3,47,47,1973,alexandru-cel-bun,60000
APT,2,47,47,1980,canta,60000
APT,2,47,47,1984,canta,60000
APT,2,46,46,1970,tesatura,60000
APT,2,46,46,2016,galata,60000
APT,2,46,46,2016,galata,60000
APT,2,44,44,1980,alexandru-cel-bun,60000
APT,2,44,44,1981,canta,60000
APT,2,43,43,1980,dacia,60000
APT,2,43,43,1979,alexandru-cel-bun,60000
APT,2,43,43,2015,cug,60000
APT,2,42,42,2013,tatarasi,60000
APT,2,42,42,2012,tatarasi,60000
APT,2,42,42,2012,tatarasi,60000
APT,2,42,42,2013,tatarasi,60000
APT,2,41,41,2012,tatarasi,60000
APT,2,41,41,2012,tatarasi,60000
APT,2,40,40,1975,dacia,60000
APT,1,30,30,1989,centru,60000
APT,1,30,30,1989,centru-civic,60000
APT,1,29,29,1991,centru,60000
APT,1,29,29,1991,centru-civic,60000
APT,2,5,5,2008,tatarasi-nord,60000
CAS,3,65,1000,1970,miroslava,60000
APT,3,55,55,1974,mircea-cel-batran,59999
APT,3,55,55,1974,mircea-cel-batran,59999
APT,2,52,52,2008,pacurari,59999
APT,2,52,52,2008,pacurari,59999
APT,2,50,50,1982,galata,59999
APT,2,47,47,1984,canta,59999
APT,2,47,47,1984,canta,59999
APT,2,65,65,2021,agronomie,59990
APT,2,65,65,2021,agronomie,59990
APT,2,65,65,2021,agronomie,59990
APT,2,65,65,2021,agronomie,59990
APT,2,52,52,1980,galata,59990
APT,2,52,52,1980,galata,59990
APT,2,50,50,1980,frumoasa,59990
APT,2,48,48,2019,cug,59990
APT,2,48,48,2020,cug,59990
APT,2,64.5,64.5,2020,agronomie,59950
APT,2,64.5,64.5,2020,agronomie,59950
APT,2,64.5,64.5,2020,agronomie,59950
APT,2,64.5,64.5,2020,copou,59950
APT,2,64.5,64.5,2020,copou,59950
APT,2,64.5,64.5,2020,copou,59950
APT,2,64.5,64.5,2021,copou,59950
APT,2,64.5,64.5,2020,copou,59950
APT,2,60,60,2018,cug,59900
APT,3,78,78,2019,nicolina,59900
APT,3,75,75,1985,cug,59900
APT,3,72,72,2020,cug,59900
APT,3,72,72,2020,cug,59900
APT,3,72,72,2017,cug,59900
APT,3,70,70,2018,valea-adanca,59900
APT,3,67,67,2021,popas-pacurari,59900
APT,3,67,67,2021,popas-pacurari,59900
APT,3,67,67,2021,popas-pacurari,59900
APT,2,64,64,2019,popas-pacurari,59900
APT,3,63,63,2017,valea-adanca,59900
APT,3,63,63,2020,cug,59900
APT,2,59,59,202,bucium,59900
APT,2,55,55,1976,tesatura,59900
APT,2,55,55,1976,moara-de-vant,59900
APT,2,55,55,1976,tudor-vladimirescu,59900
APT,2,55,55,1976,tudor-vladimirescu,59900
APT,2,52,52,1985,nicolina,59900
APT,2,50,50,2019,moara-de-vant,59900
APT,2,50,50,2018,copou,59900
APT,2,50,50,1982,frumoasa,59900
APT,2,50,50,2019,podul-de-fier,59900
APT,2,48,48,1984,canta,59900
APT,2,46,46,1978,dacia,59900
APT,2,46,46,1975,zimbru,59900
APT,2,46,46,1978,zimbru,59900
APT,2,45,45,1974,dimitrie-cantemir,59900
APT,2,45,45,1974,dimitrie-cantemir,59900
APT,2,45,45,1985,pacurari,59900
APT,2,42,42,2016,tatarasi-nord,59900
APT,2,42,42,2016,tatarasi,59900
APT,2,36,36,2017,tudor-vladimirescu,59900
APT,2,36,36,2017,centru-civic,59900
APT,2,35,35,2017,centru-civic,59900
APT,1,28,28,2010,copou,59900
APT,1,28,28,2010,copou,59900
APT,2,77,77,2023,tatarasi,59800
APT,2,64,64,2022,copou,59800
APT,2,64,64,2021,copou,59800
APT,2,49,49,2021,pacurari,59800
APT,2,46,46,2018,cug,59800
APT,2,46,46,2018,cug,59800
APT,2,46,46,2017,nicolina,59799
APT,2,46,46,2020,nicolina,59799
APT,2,46,46,2020,nicolina,59799
APT,2,46,46,2017,nicolina,59799
APT,2,46,46,2017,nicolina,59799
APT,2,46,46,2017,nicolina,59799
APT,2,46,46,2017,nicolina,59799
APT,2,46,46,2017,nicolina,59799
APT,2,63.2,63.2,2021,dacia,59724
APT,2,63.2,63.2,2021,dacia,59724
APT,2,63,63,2021,dacia,59724
APT,2,54.33,54.33,2021,copou,59700
APT,1,34,34,2021,centru-civic,59700
APT,2,60,60,2019,aviatiei,59600
APT,2,50,50,2020,aviatiei,59600
APT,2,50,50,2020,tatarasi,59600
APT,2,50,50,2018,metalurgie,59568
APT,2,49.64,49.64,2021,zona-industriala,59568
APT,2,49.6,49.6,2021,aviatiei,59568
APT,2,63,63,2021,dacia,59535
APT,2,63,63,2021,dacia,59535
APT,3,70,70,2019,cug,59500
APT,3,70,70,1980,galata,59500
APT,3,70,70,1980,mircea-cel-batran,59500
APT,3,68,68,2016,pacurari,59500
APT,3,68,68,1981,galata,59500
APT,3,68,68,1981,galata,59500
APT,3,68,68,2016,pacurari,59500
APT,2,66,66,2016,soseaua-pacurari,59500
APT,2,66,66,2016,pacurari,59500
APT,3,66,66,1970,podu-ros,59500
APT,3,66,66,1970,podu-ros,59500
APT,3,65,65,1982,galata,59500
APT,4,65,65,1976,mircea-cel-batran,59500
APT,2,65,65,2020,soseaua-pacurari,59500
APT,4,65,65,1976,mircea-cel-batran,59500
APT,2,65,65,2019,cug,59500
APT,2,65,65,2018,pacurari,59500
APT,3,65,65,1980,galata,59500
APT,2,65,65,2020,pacurari,59500
APT,2,65,65,2020,popas-pacurari,59500
APT,4,65,65,1976,mircea-cel-batran,59500
APT,2,65,65,2018,popas-pacurari,59500
APT,4,65,65,1976,nicolina,59500
APT,2,65,65,2021,popas-pacurari,59500
APT,4,64,64,1967,tatarasi-nord,59500
APT,2,64,64,2020,centru,59500
APT,3,64,64,2020,galata,59500
APT,2,64,64,2020,cug,59500
APT,3,64,64,2020,galata,59500
APT,2,64,64,2020,popas-pacurari,59500
APT,3,64,64,2020,galata,59500
APT,3,63.4,63.4,2020,cug,59500
APT,3,63,63,2019,galata,59500
APT,4,63,63,1976,mircea-cel-batran,59500
APT,2,63,63,1957,pacurari,59500
APT,3,63,63,2020,galata,59500
APT,3,63,63,2021,galata,59500
APT,3,62,62,1980,mircea-cel-batran,59500
APT,3,62,62,1980,galata,59500
APT,3,62,62,1980,galata,59500
APT,3,61,61,1980,galata,59500
APT,3,61,61,1982,mircea-cel-batran,59500
APT,3,61,61,1980,galata,59500
APT,3,60,60,2019,cug,59500
APT,3,60,60,2019,cug,59500
APT,3,60,60,2019,cug,59500
APT,3,60,60,2019,cug,59500
APT,3,60,60,2019,cug,59500
APT,3,60,60,2019,cug,59500
APT,3,60,60,2019,cug,59500
APT,3,60,60,2019,cug,59500
APT,3,60,60,2019,cug,59500
APT,3,60,60,2019,cug,59500
APT,3,60,60,2019,cug,59500
APT,3,60,60,2019,cug,59500
APT,3,60,60,2019,cug,59500
APT,3,60,60,2019,cug,59500
APT,3,60,60,2019,cug,59500
APT,3,60,60,1979,galata,59500
APT,2,60,60,2019,agronomie,59500
APT,3,59,59,2020,cug,59500
APT,3,59,59,2019,cug,59500
APT,3,59,59,2021,cug,59500
APT,3,59,59,2021,cug,59500
APT,3,59,59,2019,cug,59500
APT,4,58,58,1976,mircea-cel-batran,59500
APT,2,58,58,2020,bucium,59500
APT,2,56,56,2020,popas-pacurari,59500
APT,2,55,55,1985,frumoasa,59500
APT,3,54,54,2016,bucium,59500
APT,2,52,52,1965,podu-ros,59500
APT,2,52,52,2017,bucium,59500
APT,2,52,52,1978,zimbru,59500
APT,2,52,52,1962,central,59500
APT,3,51,51,2019,cug,59500
APT,3,51,51,2019,cug,59500
APT,3,51,51,2021,cug,59500
APT,3,51,51,2019,cug,59500
APT,2,51,51,2019,cug,59500
APT,3,51,51,2019,cug,59500
APT,2,50,50,2019,copou,59500
APT,2,50,50,2020,agronomie,59500
APT,2,50,50,2020,agronomie,59500
APT,3,50,50,1983,alexandru-cel-bun,59500
APT,2,50,50,2021,tudor-vladimirescu,59500
APT,2,49,49,1978,baza-3,59500
APT,2,49,49,1978,baza-3,59500
APT,2,48,48,1961,podu-ros,59500
APT,2,47,47,1980,dacia,59500
APT,2,47,47,1980,dacia,59500
APT,2,45,45,2017,bucium,59500
APT,2,40,40,2020,copou,59500
APT,2,40,40,2020,copou,59500
APT,2,46,46,2020,nicolina,59475
APT,2,46,46,2020,dancu,59475
APT,2,45,45,2020,nicolina,59400
APT,1,36,36,2020,podu-ros,59400
APT,1,36,36,2020,central,59400
APT,2,44.11,44.11,2019,nicolina,59350
APT,2,52,52,2020,centru,59300
APT,2,52,52,2020,nicolina,59300
APT,1,41,41,2021,centru-civic,59174
APT,2,40.8,40.8,2021,alexandru-cel-bun,59160
APT,1,36,36,2020,central,59152
APT,2,49,49,2020,pacurari,59150
APT,2,49,49,2020,pacurari,59150
APT,2,49,49,2020,pacurari,59150
APT,2,46.68,46.68,2021,pacurari,59150
APT,2,46,46,2020,nicolina,59150
APT,2,46,46,2020,nicolina,59150
APT,2,54,54,2022,tatarasi-sud,59103
