tip_proprietate,nr_camere,suprafata,suprafata_teren,an_constructie,zona,pret
APT,1,41,41,2021,frumoasa,44500
APT,1,41,41,2021,frumoasa,44500
APT,1,41,41,2021,frumoasa,44500
APT,1,41,41,2021,frumoasa,44500
APT,1,41,41,2021,frumoasa,44500
APT,1,41,41,1988,nicolina,44500
APT,1,41,41,1987,cug,44500
APT,1,41,41,2021,frumoasa,44500
APT,2,40,40,1977,soseaua-pacurari,44500
APT,2,40,40,1971,tatarasi-nord,44500
APT,2,40,40,1970,podu-ros,44500
APT,2,40,40,1983,zimbru,44500
APT,2,39,39,2021,tatarasi-nord,44500
APT,2,39,39,2021,tatarasi-nord,44500
APT,2,39,39,2021,tatarasi,44500
APT,2,44,44,2020,bucium,44485
APT,2,44,44,2020,central,44485
APT,1,41,41,2020,bucium,44485
APT,1,41,41,2021,frumoasa,44485
APT,1,41,41,2021,frumoasa,44485
APT,1,41,41,2020,frumoasa,44485
APT,1,42,42,1986,cug,44480
APT,1,41,41,2021,frumoasa,44480
APT,1,41,41,2021,central,44480
APT,1,40,40,1986,cug,44480
APT,1,37,37,2020,tatarasi-sud,44400
APT,1,35,35,2020,tatarasi,44400
APT,2,32,32,2010,aviatiei,44300
APT,2,32,32,2013,tatarasi,44300
APT,2,32,32,2010,tatarasi,44300
APT,2,32,32,2010,tatarasi,44300
APT,2,39,39,2022,tatarasi,44275
APT,1,35.4,35.4,2022,copou,44250
APT,2,43,43,2020,soseaua-pacurari,44200
APT,2,38,38,2020,pacurari,44200
APT,1,34,34,2021,tudor-vladimirescu,44200
APT,2,49.03,49.03,2021,bucium,44127
APT,2,50,50,2021,bucium,44100
APT,2,50,50,2020,bucium,44100
APT,2,42,42,2021,pacurari,44100
APT,2,42,42,2021,pacurari,44100
APT,3,60,60,2020,cug,44000
APT,2,57,57,2019,valea-adanca,44000
APT,2,55,55,2013,pacurari,44000
APT,2,55,55,2013,pacurari,44000
APT,2,52,52,2020,soseaua-pacurari,44000
APT,2,51,51,2020,bucium,44000
APT,2,51,51,2020,bucium,44000
APT,1,51,51,2019,bucium,44000
APT,2,50,50,1970,tatarasi,44000
APT,2,49,49,1966,podu-ros,44000
APT,2,48,48,2020,bucium,44000
APT,2,48,48,1979,dacia,44000
APT,2,47,47,2021,cug,44000
APT,2,47,47,2021,cug,44000
APT,1,46.25,46.25,2020,bucium,44000
APT,1,46,46,2020,bucium,44000
APT,2,46,46,2021,cug,44000
APT,2,45,45,2021,cug,44000
APT,2,45,45,2020,cug,44000
APT,2,45,45,2020,cug,44000
APT,2,45,45,2021,cug,44000
APT,1,45,45,2021,valea-adanca,44000
APT,1,45,45,2021,valea-adanca,44000
APT,2,45,45,2021,cug,44000
APT,1,45,45,2021,cug,44000
APT,2,45,45,2021,cug,44000
APT,2,45,45,2020,cug,44000
APT,2,45,45,2019,cug,44000
APT,2,45,45,2021,cug,44000
APT,2,45,45,2019,cug,44000
APT,2,45,45,2020,cug,44000
APT,2,45,45,2020,nicolina,44000
APT,2,45,45,2019,cug,44000
APT,1,44,44,2020,pacurari,44000
APT,1,44,44,2021,pacurari,44000
APT,1,44,44,2020,pacurari,44000
APT,1,44,44,2021,pacurari,44000
APT,1,44,44,2020,pacurari,44000
APT,1,44,44,2020,pacurari,44000
APT,1,44,44,2021,valea-lupului,44000
APT,1,44,44,2020,pacurari,44000
APT,1,44,44,2020,pacurari,44000
APT,1,44,44,2021,pacurari,44000
APT,1,44,44,2020,popas-pacurari,44000
APT,2,43,43,1978,zimbru,44000
APT,1,42,42,1988,cug,44000
APT,2,42,42,2020,pacurari,44000
APT,2,42,42,1977,alexandru-cel-bun,44000
APT,2,42,42,1970,podu-ros,44000
APT,1,42,42,1988,nicolina,44000
APT,1,41,41,2020,aviatiei,44000
APT,1,41,41,2021,bucium,44000
APT,1,41,41,2021,baza-3,44000
APT,2,40,40,2020,bucium,44000
APT,2,40,40,2020,bucium,44000
APT,2,40,40,2020,cug,44000
APT,2,40,40,2021,bucium,44000
APT,2,40,40,2020,cug,44000
APT,3,40,40,1970,tatarasi,44000
APT,2,40,40,2020,baza-3,44000
APT,2,40,40,2020,bucium,44000
APT,2,40,40,2020,bucium,44000
APT,1,39,39,2015,bucium,44000
APT,1,38.25,38.25,2021,nicolina,44000
APT,2,38,38,2020,pacurari,44000
APT,2,38,38,1966,tatarasi,44000
APT,2,38,38,2021,bucium,44000
APT,1,38,38,2020,bucium,44000
APT,1,37,37,2019,bucium,44000
APT,2,37,37,2020,bucium,44000
APT,1,37,37,2020,bucium,44000
APT,1,37,37,2021,cug,44000
APT,1,37,37,2021,cug,44000
APT,1,36,36,2020,tatarasi-sud,44000
APT,1,36,36,2020,tatarasi-sud,44000
APT,1,36,36,2020,zona-industriala,44000
APT,1,36,36,2020,bucium,44000
APT,1,36,36,2020,bucium,44000
APT,1,36,36,2020,bucium,44000
APT,1,35,35,2019,cug,44000
APT,1,35,35,2019,cug,44000
APT,1,34.13,34.13,2021,centru,44000
APT,1,34.13,34.13,2021,copou,44000
APT,1,34,34,1981,nicolina,44000
APT,1,32,32,1983,podul-de-fier,44000
APT,1,31,31,2021,cug,44000
APT,1,46,46,2019,centru,43995
APT,1,46,46,2019,bucium,43995
APT,1,42,42,2022,zona-industriala,43943
APT,2,78,78,2021,bucium,43900
APT,2,78,78,2021,bucium,43900
APT,2,52,52,2019,galata,43900
APT,2,50,50,1965,tudor-vladimirescu,43900
APT,2,50,50,2020,cug,43900
APT,2,45,45,2020,cug,43900
APT,2,45,45,2020,cug,43900
APT,1,42,42,1983,cug,43900
APT,1,42,42,1986,cug,43900
APT,2,38,38,1972,podu-ros,43900
APT,1,34.02,34.02,2021,copou,43900
APT,1,37,37,2020,agronomie,43857
APT,2,43,43,2021,pacurari,43850
APT,2,50,50,2019,moara-de-vant,43800
APT,2,50,50,2008,tudor-vladimirescu,43800
APT,2,44,44,2020,pacurari,43800
APT,2,43.5,43.5,2020,pacurari,43800
APT,1,32,32,2021,copou,43726
APT,2,42,42,2019,popas-pacurari,43700
APT,2,44,44,2020,valea-adanca,43600
APT,2,44,44,2020,valea-adanca,43600
APT,2,41.5,41.5,2020,pacurari,43600
APT,2,41.5,41.5,2020,pacurari,43600
APT,1,37,37,2022,tatarasi,43600
APT,1,35,35,2020,copou,43600
APT,1,35,35,2020,copou,43600
APT,2,39.63,39.63,2021,copou,43590
APT,1,42,42,2021,moara-de-vant,43575
APT,2,54,54,2020,bucium,43500
APT,2,53,53,2021,bucium,43500
APT,2,53,53,2020,bucium,43500
APT,2,52,52,1969,tatarasi-nord,43500
APT,2,52,52,1968,tatarasi-nord,43500
APT,2,52,52,1969,tatarasi,43500
APT,2,48,48,2021,pacurari,43500
APT,2,46,46,2010,aviatiei,43500
APT,2,46,46,2010,tatarasi,43500
APT,2,42,42,1980,dacia,43500
APT,2,42,42,1975,galata,43500
APT,2,42,42,1976,alexandru-cel-bun,43500
APT,1,42,42,1988,nicolina,43500
APT,2,42,42,1975,alexandru-cel-bun,43500
APT,1,41,41,2020,pacurari,43500
APT,2,41,41,1977,podu-ros,43500
APT,1,41,41,2020,pacurari,43500
APT,2,39,39,1977,pacurari,43500
APT,2,38,38,1968,podu-ros,43500
APT,2,38,38,1976,pacurari,43500
APT,2,36,36,1970,podu-ros,43500
APT,2,36,36,1970,podu-ros,43500
APT,2,35,35,1968,podu-ros,43500
APT,1,35,35,2021,tatarasi,43500
APT,1,35,35,2020,tatarasi,43500
APT,1,32.61,32.61,2020,nicolina,43500
APT,1,32,32,2019,cug,43500
APT,1,32,32,1981,podul-de-fier,43500
APT,1,32,32,2019,nicolina,43500
APT,2,42,42,1968,podu-ros,43490
APT,2,56,56,1998,tatarasi-sud,43400
APT,2,56,56,1998,metalurgie,43400
APT,1,44,44,2020,bucium,43340
APT,1,44,44,2020,bucium,43340
APT,2,44,44,2021,pacurari,43200
APT,2,48,48,2020,frumoasa,43152
APT,1,41.45,41.45,2020,pacurari,43150
APT,1,41.45,41.45,2020,pacurari,43150
APT,2,41,41,2021,pacurari,43100
APT,2,43,43,2021,pacurari,43100
APT,2,42,42,2020,pacurari,43100
APT,2,41.5,41.5,2020,pacurari,43100
APT,1,41.45,41.45,2020,pacurari,43100
APT,2,41,41,2019,pacurari,43100
APT,2,41,41,2020,soseaua-pacurari,43100
APT,2,41,41,2020,pacurari,43100
APT,2,41,41,2020,pacurari,43100
APT,2,41,41,2021,pacurari,43100
APT,2,41,41,2020,pacurari,43100
APT,2,41,41,2021,tatarasi,43100
APT,2,41,41,2021,pacurari,43100
APT,2,41,41,2020,pacurari,43100
APT,2,41,41,2020,pacurari,43100
APT,2,41,41,2021,pacurari,43100
APT,2,41,41,2021,pacurari,43100
APT,2,41,41,2021,pacurari,43100
APT,2,41,41,2021,pacurari,43100
APT,2,41,41,2021,pacurari,43100
APT,2,41,41,2020,pacurari,43100
APT,2,38,38,2020,pacurari,43100
APT,2,78,78,2021,bucium,43000
APT,2,56,56,2020,bucium,43000
APT,2,56,56,2020,bucium,43000
APT,2,55,55,2020,bucium,43000
APT,2,55,55,2020,bucium,43000
APT,2,54,54,2020,bucium,43000
APT,2,52,52,1970,tatarasi,43000
APT,2,50,50,1977,tudor-vladimirescu,43000
APT,2,50,50,2020,bucium,43000
APT,2,48,48,1970,tatarasi-nord,43000
APT,2,48,48,2020,popas-pacurari,43000
APT,2,47,47,2020,manta-rosie,43000
APT,2,43,43,2020,pacurari,43000
APT,2,43,43,2020,pacurari,43000
APT,2,42,42,1975,alexandru-cel-bun,43000
APT,2,42,42,1975,alexandru-cel-bun,43000
APT,2,42,42,1975,alexandru-cel-bun,43000
APT,1,42,42,1990,alexandru-cel-bun,43000
APT,1,41,41,2020,pacurari,43000
APT,1,41,41,2020,pacurari,43000
APT,2,41,41,2021,pacurari,43000
APT,2,41,41,2021,pacurari,43000
APT,2,40,40,1967,nicolina,43000
APT,1,40,40,1987,cug,43000
APT,2,40,40,1972,tatarasi-nord,43000
APT,2,40,40,1971,tatarasi,43000
APT,2,40,40,1977,alexandru-cel-bun,43000
APT,2,40,40,1972,tatarasi,43000
APT,2,40,40,1971,ciric,43000
APT,2,39,39,2021,cug,43000
APT,2,39,39,1975,alexandru-cel-bun,43000
APT,2,38,38,1975,alexandru-cel-bun,43000
APT,2,37,37,1972,tatarasi,43000
APT,1,35,35,1983,nicolina,43000
APT,2,30,30,1969,aviatiei,43000
APT,2,30,30,1969,tatarasi,43000
APT,2,48,48,1977,alexandru-cel-bun,42900
APT,1,42,42,1985,nicolina,42900
APT,2,42,42,2012,frumoasa,42900
APT,1,41,41,1988,nicolina,42900
APT,1,39,39,2021,cug,42900
APT,2,39,39,2021,cug,42900
APT,2,39,39,2022,tatarasi-nord,42900
APT,2,39,39,2022,tatarasi-nord,42900
APT,1,39,39,2021,copou,42900
APT,2,39,39,2023,tatarasi,42900
APT,1,38.3,38.3,2019,bucium,42900
APT,1,38,38,2019,bucium,42900
APT,1,37,37,2019,centru,42900
APT,1,37,37,2019,bucium,42900
APT,1,34,34,2020,bucium,42900
APT,1,38,38,2019,bucium,42800
APT,2,55,55,2020,bucium,42700
APT,1,36,36,2020,bucium,42680
APT,1,39,39,2020,aviatiei,42625
APT,2,45,45,2021,dacia,42525
APT,2,45,45,2021,dacia,42525
APT,2,45,45,2021,dacia,42525
APT,1,34,34,2020,bucium,42521
APT,1,33.66,33.66,2020,bucium,42521
APT,2,67,67,2019,bucium,42500
APT,2,67,67,2020,bucium,42500
APT,2,58,58,2020,cug,42500
APT,2,55,55,2021,central,42500
APT,2,55,55,2020,bucium,42500
APT,2,53,53,2020,frumoasa,42500
APT,2,53,53,2020,frumoasa,42500
APT,2,51,51,2020,pacurari,42500
APT,2,51,51,2018,bucium,42500
APT,1,50,50,2021,tatarasi-nord,42500
APT,1,50,50,2019,bucium,42500
APT,1,49.9,49.9,2021,tatarasi,42500
APT,2,49,49,2020,soseaua-pacurari,42500
APT,2,46,46,2022,pacurari,42500
APT,2,45,45,2022,dacia,42500
APT,2,45,45,2020,dacia,42500
APT,2,45,45,2020,dacia,42500
APT,2,45,45,2022,dacia,42500
APT,2,45,45,2023,canta,42500
APT,2,44,44,1978,dacia,42500
APT,2,44,44,1978,dacia,42500
APT,2,44,44,1978,dacia,42500
APT,1,43,43,2020,soseaua-pacurari,42500
APT,1,43,43,2019,pacurari,42500
APT,1,43,43,2019,popas-pacurari,42500
APT,2,43,43,1978,alexandru-cel-bun,42500
APT,1,43,43,2020,pacurari,42500
APT,1,43,43,2019,pacurari,42500
APT,1,42.5,42.5,2020,popas-pacurari,42500
APT,1,42,42,2020,centru,42500
APT,2,42,42,1977,dacia,42500
APT,2,42,42,1980,dacia,42500
APT,2,42,42,1978,dacia,42500
APT,2,41,41,2021,pacurari,42500
APT,2,41,41,2021,pacurari,42500
APT,2,40,40,1973,tatarasi,42500
APT,2,39,39,1973,alexandru-cel-bun,42500
APT,1,39,39,2019,baza-3,42500
APT,2,39,39,1977,dacia,42500
APT,2,39,39,1977,dacia,42500
APT,2,39,39,2022,tatarasi,42500
APT,2,38,38,1978,dacia,42500
APT,2,38,38,1978,dacia,42500
APT,1,31.6,31.6,2021,nicolina,42500
APT,2,44.95,44.95,2021,dacia,42477
APT,2,44.95,44.95,2021,dacia,42477
APT,2,40,40,2022,tatarasi,42471
APT,2,39,39,2022,tatarasi-sud,42471
APT,2,39,39,2021,tatarasi-nord,42471
APT,2,38.61,38.61,2022,tatarasi,42471
APT,2,38.61,38.61,2021,tatarasi,42471
APT,2,38,38,2020,tatarasi-sud,42471
APT,2,38,38,2020,tatarasi,42471
APT,2,37,37,2021,tatarasi-sud,42471
APT,2,36.79,36.79,2020,tatarasi-nord,42471
APT,2,38.61,38.61,2021,tatarasi,42470
APT,1,37,37,2021,cug,42440
APT,2,55,55,2021,bucium,42350
APT,2,55,55,2021,bucium,42350
APT,2,55,55,2021,bucium,42350
APT,1,38.5,38.5,2021,aviatiei,42300
APT,1,38.5,38.5,2021,aviatiei,42300
APT,1,38.5,38.5,2021,aviatiei,42300
APT,1,38.5,38.5,2021,aviatiei,42300
APT,1,38.5,38.5,2021,aviatiei,42300
APT,1,38.5,38.5,2021,aviatiei,42300
APT,1,38.5,38.5,2021,aviatiei,42300
APT,1,38.5,38.5,2021,aviatiei,42300
APT,1,38.5,38.5,2021,aviatiei,42300
APT,1,38.5,38.5,2021,aviatiei,42300
APT,1,38.5,38.5,2021,aviatiei,42300
APT,1,38.5,38.5,2021,aviatiei,42300
APT,1,38.42,38.42,2021,copou,42262
APT,1,38.39,38.39,2021,copou,42220
APT,1,38.39,38.39,2021,copou,42220
APT,2,53,53,2021,bucium,42200
APT,2,53,53,2020,bucium,42200
APT,1,38.4,38.4,2021,agronomie,42200
APT,1,38.4,38.4,2021,copou,42200
APT,1,38.39,38.39,2021,agronomie,42200
APT,1,38.39,38.39,2021,agronomie,42200
APT,1,38.39,38.39,2021,copou,42200
APT,1,38.39,38.39,2021,copou,42200
APT,2,45,45,2021,dacia,42156
APT,2,45,45,2022,dacia,42156
APT,2,45,45,2021,canta,42156
APT,2,44.61,44.61,2022,dacia,42156
APT,2,36.82,36.82,2021,dacia,42156
APT,2,44.4,44.4,2022,dacia,42150
APT,1,38.5,38.5,2021,nicolina,42150
APT,1,38,38,2021,copou,42042
APT,2,48,48,2017,pacurari,42000
APT,1,69,69,2020,popas-pacurari,42000
APT,1,68,68,2020,popas-pacurari,42000
APT,2,60,60,2021,pacurari,42000
APT,2,59,59,2021,soseaua-pacurari,42000
APT,2,59,59,2021,soseaua-pacurari,42000
APT,2,59,59,2021,soseaua-pacurari,42000
APT,2,55,55,2020,bucium,42000
APT,2,55,55,2020,bucium,42000
APT,1,54,54,2010,canta,42000
APT,1,54,54,2010,canta,42000
APT,1,54,54,2010,canta,42000
APT,1,54,54,2010,canta,42000
APT,2,52,52,2021,popas-pacurari,42000
APT,2,51,51,2019,soseaua-pacurari,42000
APT,2,51,51,2019,soseaua-pacurari,42000
APT,2,50,50,2020,soseaua-pacurari,42000
APT,2,50,50,2019,soseaua-pacurari,42000
APT,2,50,50,2020,bucium,42000
APT,2,50,50,2020,soseaua-pacurari,42000
APT,2,50,50,1970,podu-ros,42000
APT,2,50,50,2020,bucium,42000
APT,2,47,47,2019,valea-adanca,42000
APT,2,47,47,1970,tatarasi-nord,42000
APT,2,47,47,1970,tatarasi,42000
APT,2,46,46,1963,podu-ros,42000
APT,2,46,46,2020,periferie,42000
APT,1,45,45,2020,soseaua-pacurari,42000
APT,1,45,45,2020,soseaua-pacurari,42000
APT,2,45,45,2020,pacurari,42000
APT,1,45,45,2020,popas-pacurari,42000
APT,2,44,44,1972,tatarasi-sud,42000
APT,2,44,44,2015,tatarasi,42000
APT,2,43,43,1978,dacia,42000
APT,1,42,42,2020,pacurari,42000
APT,2,42,42,1979,soseaua-pacurari,42000
APT,2,42,42,2020,pacurari,42000
APT,2,42,42,2020,pacurari,42000
APT,2,42,42,2018,soseaua-pacurari,42000
APT,1,42,42,2020,pacurari,42000
APT,2,42,42,2021,cug,42000
APT,2,42,42,2020,pacurari,42000
APT,1,41.76,41.76,2021,bucium,42000
APT,3,41,41,1970,tatarasi,42000
APT,1,41,41,1990,pacurari,42000
APT,1,40.25,40.25,2020,pacurari,42000
APT,1,40.25,40.25,2020,pacurari,42000
APT,1,40.25,40.25,2020,pacurari,42000
APT,1,40,40,2020,agronomie,42000
APT,1,40,40,2017,cug,42000
APT,1,40,40,2015,bucium,42000
APT,3,40,40,1969,aviatiei,42000
APT,2,40,40,1973,alexandru-cel-bun,42000
APT,1,40,40,2020,copou,42000
APT,2,40,40,1973,zimbru,42000
APT,3,40,40,1969,tatarasi,42000
APT,3,40,40,1970,tatarasi,42000
APT,3,40,40,1969,tatarasi,42000
APT,1,40,40,2015,bucium,42000
APT,2,40,40,1972,tatarasi,42000
APT,2,39,39,1974,alexandru-cel-bun,42000
APT,1,39,39,2020,copou,42000
APT,2,39,39,1972,tatarasi,42000
APT,1,38.66,38.66,2020,popas-pacurari,42000
APT,1,38.6,38.6,2020,popas-pacurari,42000
APT,1,38.29,38.29,2021,copou,42000
APT,1,38,38,2021,strada-stefan-cel-mare,42000
APT,2,38,38,2020,galata,42000
APT,2,38,38,2021,agronomie,42000
APT,2,38,38,2020,pacurari,42000
APT,1,38,38,2019,cug,42000
APT,1,38,38,2021,strada-stefan-cel-mare,42000
APT,1,38,38,2021,agronomie,42000
APT,1,38,38,2015,bucium,42000
APT,1,38,38,2019,cug,42000
APT,2,38,38,1970,tatarasi,42000
APT,1,38,38,2021,copou,42000
APT,2,38,38,2021,copou,42000
APT,1,37,37,2020,popas-pacurari,42000
APT,1,35,35,2020,tatarasi-sud,42000
APT,1,35,35,2020,tatarasi-sud,42000
APT,1,35,35,2020,galata,42000
APT,1,35,35,2020,tatarasi,42000
APT,1,34,34,2019,galata,42000
APT,1,34,34,2019,galata,42000
APT,2,50,50,2021,pacurari,41999
APT,1,41,41,2020,tatarasi-nord,41910
APT,2,55,55,2019,bucium,41900
APT,2,53,53,2021,valea-adanca,41900
APT,2,50,50,1970,tatarasi,41900
APT,2,50,50,2018,bucium,41900
APT,2,49,49,2021,cug,41900
APT,2,49,49,2021,cug,41900
APT,2,49,49,2021,cug,41900
APT,2,46,46,2021,cug,41900
APT,2,46,46,2021,cug,41900
APT,2,46,46,2021,cug,41900
APT,2,46,46,2021,cug,41900
APT,2,45,45,2020,cug,41900
APT,2,45,45,2021,lunca-cetatuii,41900
APT,2,43,43,1975,alexandru-cel-bun,41900
APT,2,43,43,1975,alexandru-cel-bun,41900
APT,2,42,42,1976,mircea-cel-batran,41900
APT,2,42,42,1976,mircea-cel-batran,41900
APT,2,42,42,1978,mircea-cel-batran,41900
APT,2,40,40,2020,pacurari,41900
APT,2,40,40,2020,soseaua-pacurari,41900
APT,1,40,40,2020,pacurari,41900
APT,2,40,40,2020,popas-pacurari,41900
APT,1,39,39,2019,galata,41900
APT,1,39,39,2019,galata,41900
APT,1,38.4,38.4,2021,copou,41900
APT,1,38.4,38.4,2021,copou,41900
APT,1,38.4,38.4,2021,copou,41900
APT,1,38.4,38.4,2021,copou,41900
APT,1,38.4,38.4,2021,copou,41900
APT,2,35,35,2020,pacurari,41900
APT,2,35,35,2020,popas-pacurari,41900
APT,1,38,38,2021,nicolina,41857
APT,2,42,42,2018,bucium,41800
APT,2,42,42,2020,pacurari,41800
APT,2,41.8,41.8,2018,bucium,41800
APT,1,41,41,1985,nicolina,41800
APT,1,38,38,1990,pacurari,41800
APT,1,37,37,2014,nicolina,41800
APT,1,37,37,2021,pacurari,41800
APT,1,37,37,2021,pacurari,41800
APT,1,35,35,2021,copou,41800
APT,1,38.5,38.5,2020,frumoasa,41775
APT,1,39,39,2022,cug,41773
APT,1,39,39,2020,nicolina,41773
APT,1,38.5,38.5,2021,frumoasa,41773
APT,1,38,38,2020,bucium,41773
APT,1,39,39,2020,bularga,41772
APT,1,39,39,2021,nicolina,41772
APT,1,39,39,2020,frumoasa,41772
APT,1,39,39,2020,bucium,41772
APT,1,39,39,2020,bucium,41772
APT,1,39,39,2020,central,41772
APT,1,38.5,38.5,2021,podu-ros,41772
APT,1,38.5,38.5,2020,tesatura,41772
APT,1,38.5,38.5,2020,nicolina,41772
APT,1,38.5,38.5,2021,central,41772
APT,1,38.5,38.5,2020,nicolina,41772
APT,1,38.5,38.5,2020,nicolina,41772
APT,1,38.5,38.5,2021,manta-rosie,41770
APT,1,38.5,38.5,2021,bucium,41770
APT,1,38.5,38.5,2021,bularga,41770
APT,1,38.5,38.5,2021,frumoasa,41770
APT,1,38.5,38.5,202,bucium,41770
APT,1,38.5,38.5,2021,frumoasa,41770
APT,1,38.5,38.5,2021,bularga,41770
APT,1,38.5,38.5,2021,bucium,41770
APT,1,38.5,38.5,2021,manta-rosie,41770
APT,1,38.5,38.5,2021,frumoasa,41770
APT,1,38.5,38.5,2021,bularga,41770
APT,1,38.5,38.5,2021,bularga,41770
APT,1,38.5,38.5,2021,frumoasa,41770
APT,1,38.5,38.5,2021,frumoasa,41770
APT,1,38.5,38.5,2021,frumoasa,41770
APT,1,38.5,38.5,2021,frumoasa,41770
APT,1,43,43,2020,pacurari,41750
APT,1,43,43,2020,pacurari,41750
APT,2,43,43,2021,frumoasa,41700
APT,2,36,36,1971,tatarasi-sud,41700
APT,2,36,36,1971,tatarasi-sud,41700
APT,2,36,36,1971,tatarasi-sud,41700
APT,1,36.2,36.2,2020,pacurari,41650
APT,1,37,37,2021,tatarasi,41550
APT,2,53,53,2020,manta-rosie,41500
APT,2,51,51,2021,pacurari,41500
APT,2,50,50,1963,podu-ros,41500
APT,2,48,48,1963,podu-ros,41500
APT,2,48,48,1963,podu-ros,41500
APT,2,47,47,2021,valea-adanca,41500
APT,2,47,47,2021,valea-adanca,41500
APT,2,47,47,2020,cug,41500
APT,2,47,47,2021,cug,41500
APT,2,47,47,2021,cug,41500
APT,2,47,47,2021,lunca-cetatuii,41500
APT,2,46,46,1965,podu-ros,41500
APT,2,46,46,2021,valea-adanca,41500
APT,2,46,46,1963,podu-ros,41500
APT,2,46,46,1963,podu-ros,41500
APT,2,46,46,2021,valea-adanca,41500
APT,2,46,46,1963,podu-ros,41500
APT,2,46,46,2021,cug,41500
APT,2,46,46,2021,cug,41500
APT,2,46,46,2021,lunca-cetatuii,41500
APT,1,45,45,2020,centru,41500
APT,2,45,45,2020,lunca-cetatuii,41500
APT,2,45,45,2021,miroslava,41500
APT,2,45,45,1965,podu-ros,41500
APT,1,44.6,44.6,2020,pacurari,41500
APT,1,44.11,44.11,2021,popas-pacurari,41500
APT,1,44,44,2019,pacurari,41500
APT,2,44,44,2020,lunca-cetatuii,41500
APT,1,43.75,43.75,2019,pacurari,41500
APT,1,43.75,43.75,2021,pacurari,41500
APT,2,43,43,1985,alexandru-cel-bun,41500
APT,2,42,42,1979,pacurari,41500
APT,2,42,42,1973,alexandru-cel-bun,41500
APT,2,42,42,1983,pacurari,41500
APT,2,42,42,1975,alexandru-cel-bun,41500
APT,2,42,42,1973,alexandru-cel-bun,41500
APT,2,41,41,1975,alexandru-cel-bun,41500
APT,1,41,41,2020,pacurari,41500
APT,1,40,40,2016,bucium,41500
APT,2,40,40,2021,galata,41500
APT,2,40,40,1973,alexandru-cel-bun,41500
APT,2,40,40,1977,alexandru-cel-bun,41500
APT,2,39,39,2019,cug,41500
APT,2,39,39,2019,cug,41500
APT,2,39,39,2019,cug,41500
APT,2,39,39,2019,cug,41500
APT,2,39,39,2019,cug,41500
APT,2,39,39,2019,cug,41500
APT,2,39,39,1973,alexandru-cel-bun,41500
APT,2,38,38,2020,cug,41500
APT,2,38,38,2020,cug,41500
APT,1,38,38,2021,carol-1,41500
APT,2,38,38,2020,cug,41500
APT,1,38,38,2021,copou,41500
APT,2,38,38,2021,cug,41500
APT,1,38,38,2022,copou,41500
APT,2,38,38,2020,cug,41500
APT,1,35,35,1989,pacurari,41500
APT,1,34,34,1988,pacurari,41500
APT,1,32,32,2020,bucium,41480
APT,1,32,32,2020,bucium,41480
APT,1,36,36,2021,tatarasi-nord,41400
APT,1,40,40,2020,pacurari,41350
APT,1,40,40,2021,pacurari,41350
APT,1,40,40,2020,pacurari,41350
APT,1,40,40,2020,pacurari,41350
APT,1,41,41,2020,frumoasa,41340
APT,1,41,41,2020,frumoasa,41340
APT,2,41.3,41.3,2018,bucium,41300
APT,2,41.3,41.3,2020,bucium,41300
APT,2,41.3,41.3,2018,bucium,41300
APT,2,41,41,2018,bucium,41300
APT,2,41,41,2018,bucium,41300
APT,2,33,33,1969,podu-ros,41300
APT,2,33,33,1959,tesatura,41300
APT,2,33,33,1959,podu-ros,41300
APT,2,31,31,1970,podu-ros,41300
APT,2,48,48,2020,popas-pacurari,41290
APT,1,36,36,2021,nicolina,41253
APT,2,48.25,48.25,2020,tatarasi-nord,41013
APT,1,45.56,45.56,2021,bucium,41004
APT,1,37,37,2020,bucium,41004
APT,1,37,37,2020,bucium,41004
APT,2,56,56,2010,nicolina,41000
APT,2,55,55,2011,nicolina,41000
APT,2,55,55,2011,nicolina,41000
APT,2,55,55,2011,nicolina,41000
APT,2,54,54,2010,cug,41000
APT,2,52,52,1970,tatarasi,41000
APT,3,50,50,1978,nicolina,41000
APT,2,50,50,1978,nicolina,41000
APT,2,50,50,1967,tatarasi-nord,41000
APT,2,50,50,2010,dimitrie-cantemir,41000
APT,2,50,50,2020,bucium,41000
APT,2,49,49,2020,bucium,41000
APT,2,48,48,2021,bucium,41000
APT,2,48,48,2021,bucium,41000
APT,2,48,48,2020,bucium,41000
APT,2,48,48,2020,bucium,41000
APT,2,48,48,2021,bucium,41000
APT,2,48,48,2020,bucium,41000
APT,1,46,46,2019,bucium,41000
APT,2,46,46,2019,bucium,41000
APT,2,46,46,2019,bucium,41000
APT,2,46,46,2019,bucium,41000
APT,1,45,45,2021,bucium,41000
APT,2,43,43,2018,valea-adanca,41000
APT,2,43,43,1978,alexandru-cel-bun,41000
APT,2,42,42,1980,tatarasi-nord,41000
APT,1,42,42,2020,popas-pacurari,41000
APT,1,41,41,2021,popas-pacurari,41000
APT,2,41,41,2021,frumoasa,41000
APT,2,40,40,2019,cug,41000
APT,2,40,40,2019,cug,41000
APT,2,40,40,2020,cug,41000
APT,2,40,40,2019,cug,41000
APT,3,40,40,1970,tatarasi,41000
APT,1,39,39,1988,podu-ros,41000
APT,1,35,35,2019,pacurari,41000
APT,2,35,35,1976,tatarasi,41000
APT,1,33,33,2019,pacurari,41000
APT,1,33,33,2020,bularga,41000
APT,1,32.8,32.8,2020,baza-3,41000
APT,2,32,32,1970,tatarasi,41000
APT,2,31.43,31.43,1970,podu-ros,41000
